0, 10, 5, 0.00, 0.10, -4.30, 0.00, 90.00, 0.00 
1, 10, 7, 0.00, 1.30, -4.30, 0.00, 90.00, 0.00 
2, 10, 3, 0.00, 2.50, -4.30, 0.00, 90.00, 0.00 
3, 10, 4, 0.00, 3.70, -4.30, 0.00, 90.00, 0.00 
4, 10, 2, 0.00, 4.90, -4.30, 0.00, 90.00, 0.00 
5, 10, 8, 0.00, 6.10, -4.30, 0.00, 90.00, 0.00 
6, 10, 5, 0.00, 7.30, -4.30, 0.00, 90.00, 0.00 
7, 10, 3, 0.00, 9.70, -4.30, 0.00, 90.00, 0.00 
8, 10, 4, 0.00, 10.90, -4.30, 0.00, 90.00, 0.00 
9, 10, 2, 0.00, 12.10, -4.30, 0.00, 90.00, 0.00 
10, 10, 8, 0.00, 13.30, -4.30, 0.00, 90.00, 0.00 
11, 10, 5, 0.00, 14.50, -4.30, 0.00, 90.00, 0.00 
12, 10, 7, 0.00, 15.70, -4.30, 0.00, 90.00, 0.00 
13, 10, 3, 0.00, 16.90, -4.30, 0.00, 90.00, 0.00 
14, 10, 2, 0.00, 18.10, -4.30, 0.00, 90.00, 0.00 
15, 10, 7, 0.00, 8.50, -4.30, 0.00, 90.00, 0.00 
16, 10, 1, 11.10, -0.40, -8.70, 315.00, 145.00, 0.00 
17, 3, 5, 20.30, -0.20, -3.30, 0.00, 0.00, 0.00 
18, 10, 9, 13.20, 0.00, 16.10, 350.00, 55.00, 30.00 
19, 7, 6, 5.80, -0.40, 12.20, 350.00, 0.00, 30.00 
20, 4, 3, 1.80, 0.00, 6.00, 0.00, 0.00, 0.00 
21, 9, 4, -7.30, 0.40, 8.80, 275.00, 325.00, 20.00 
22, 8, 1, -14.30, 0.50, 3.40, 70.00, 325.00, 330.00 
23, 6, 3, -13.40, 0.20, 4.80, 70.00, 325.00, 330.00 
24, 1, 7, -8.40, 1.00, 20.40, 0.00, 0.00, 0.00 
25, 2, 7, -7.90, 0.00, 21.60, 0.00, 0.00, 0.00 
26, 10, 1, 11.10, 0.10, 17.90, 0.00, 340.00, 0.00 
27, 5, 8, 15.60, 0.20, 6.20, 250.00, 255.00, 0.00 
28, 10, 9, 11.50, -0.30, -10.00, 355.00, 10.00, 0.00 
29, 6, 2, 3.50, -0.10, -15.30, 10.00, 35.00, 25.00 
30, 9, 4, -6.10, 0.10, -15.40, 5.00, 160.00, 90.00 
31, 3, 8, -3.90, 0.60, -17.70, 5.00, 140.00, 90.00 
32, 4, 9, -17.10, 0.60, -10.90, 255.00, 335.00, 90.00 
33, 12, 2, -10.30, 0.50, -7.30, 345.00, 10.00, 0.00 
34, 0, 0, -10.30, 0.50, -7.30, 345.00, 10.00, 0.00 
